rule_idx,rule_name,rule_group,step,n_runs,turnout_mean,turnout_q25,turnout_q75,gini_assets_mean,gini_assets_q25,gini_assets_q75,collective_assets_mean,collective_assets_q25,collective_assets_q75,gini_dissatisfaction_mean,gini_dissatisfaction_q25,gini_dissatisfaction_q75,mean_dissatisfaction_mean,mean_dissatisfaction_q25,mean_dissatisfaction_q75,quality_distance_mean,quality_distance_q25,quality_distance_q75
0,plurality,reference,18,200,69.44,65.0,74.0,24.505,17.75,31.0,37700.77379760742,9884.679931640625,48356.7919921875,26.425,22.0,30.0,0.2741239470243454,0.2491113394498825,0.29888373613357544,0.4675,0.25,0.75
0,plurality,reference,19,200,70.145,66.0,74.0,25.225,19.0,32.25,41074.575063476565,9400.16455078125,52279.1708984375,26.385,23.0,30.0,0.27344303667545317,0.2487930916249752,0.29846862703561783,0.47,0.25,0.75
0,plurality,reference,20,200,70.125,66.0,74.25,26.005,19.0,33.25,45048.98944091797,10094.285888671875,55075.5361328125,26.395,22.75,30.0,0.27365020640194415,0.24962462857365608,0.30126409977674484,0.4725,0.25,0.75
0,plurality,reference,21,200,70.065,66.0,74.0,26.875,20.0,34.0,50385.00833984375,10071.520263671875,57122.328125,26.145,22.0,30.0,0.2736307721585035,0.24756356701254845,0.30054719001054764,0.42625,0.25,0.75
0,plurality,reference,22,200,69.62,66.0,74.0,27.69,20.0,35.0,56196.459379882814,10572.154296875,64862.63671875,26.27,23.0,30.0,0.2751025414466858,0.24887659773230553,0.3021012395620346,0.46375,0.25,0.75
0,plurality,reference,23,200,70.015,66.0,74.0,28.295,20.0,37.0,61839.42588256836,10756.060546875,71201.431640625,26.605,22.0,30.0,0.27504178509116173,0.2475772686302662,0.30263935029506683,0.45375,0.1875,0.75
0,plurality,reference,24,200,70.16,67.0,74.0,28.685,21.0,37.0,67271.29174499512,11247.142822265625,73485.525390625,26.135,22.0,30.0,0.2762616042047739,0.24854826182127,0.3038155436515808,0.4525,0.25,0.75
0,plurality,reference,25,200,69.945,66.0,74.0,29.165,20.75,37.25,74903.85385620117,11805.25732421875,79160.962890625,25.695,22.0,30.0,0.2771494936197996,0.2537621334195137,0.3045572489500046,0.47,0.25,0.75
0,plurality,reference,26,200,70.375,67.0,74.0,30.065,21.0,38.0,81656.26309936523,11772.484375,88779.32421875,26.045,22.0,29.25,0.27559733964502814,0.2478875368833542,0.3013428822159767,0.4625,0.25,0.75
0,plurality,reference,27,200,70.7,67.0,74.0,30.48,22.0,39.0,91618.93592529297,12050.652587890625,93758.71875,26.075,22.0,30.0,0.2756614541262388,0.2503386326134205,0.3013676777482033,0.51625,0.25,0.75
0,plurality,reference,28,200,70.175,66.0,74.0,31.22,23.0,39.25,101728.75623596192,12826.17138671875,90632.859375,26.04,22.0,30.0,0.2738099742680788,0.24851740151643753,0.3032938167452812,0.47375,0.25,0.75
0,plurality,reference,29,200,70.12,65.0,74.0,31.83,23.0,40.0,113938.55333190918,13211.21533203125,103632.130859375,26.18,23.0,30.0,0.27433615013957025,0.25050797313451767,0.3001864105463028,0.46875,0.25,0.75
0,plurality,reference,30,200,70.305,66.0,74.0,32.255,24.0,41.0,127744.72774536134,12630.96484375,117830.7734375,26.125,22.0,29.25,0.2763621573895216,0.2511492818593979,0.3018488436937332,0.50875,0.25,0.75
0,plurality,reference,31,200,70.68,66.0,74.0,32.74,24.0,41.25,145570.9532348633,13350.6220703125,129078.0234375,26.075,22.0,30.0,0.2738632797449827,0.2474328763782978,0.30146192014217377,0.46,0.25,0.75
0,plurality,reference,32,200,71.14,66.0,75.0,33.37,24.0,42.0,167158.69263214112,13367.333740234375,136900.265625,25.995,22.0,30.0,0.2743996482342482,0.2474835403263569,0.30083758383989334,0.475,0.25,0.75
0,plurality,reference,33,200,70.59,66.0,74.0,33.68,25.0,42.25,193761.54631347657,13581.12451171875,152206.66796875,26.025,22.0,30.0,0.2752348416298628,0.2489401400089264,0.29935818165540695,0.49125,0.25,0.75
0,plurality,reference,34,200,71.67,67.75,75.0,34.205,26.0,44.0,217572.57618469239,13834.87744140625,169829.10546875,25.725,22.0,30.0,0.2749298402667046,0.2483946904540062,0.30212628841400146,0.5025,0.25,0.75
0,plurality,reference,35,200,70.325,66.0,74.0,34.355,26.0,44.0,245191.75796295167,14212.94921875,185560.5859375,26.115,22.0,30.0,0.2735652306675911,0.2485940046608448,0.3010176122188568,0.455,0.25,0.75
0,plurality,reference,36,200,71.115,66.0,75.0,35.005,27.0,44.25,276833.07616058347,13692.59130859375,205818.3984375,25.825,21.0,30.0,0.27549572139978407,0.25184600055217743,0.3014339357614517,0.50125,0.25,0.75
0,plurality,reference,37,200,70.185,65.0,75.0,35.37,27.0,44.0,307039.2753405762,14270.8916015625,202671.4453125,26.27,22.0,31.0,0.274065722450614,0.250086423009634,0.29995810240507126,0.47625,0.25,0.75
0,plurality,reference,38,200,71.455,67.0,76.0,35.555,27.75,45.0,341424.22274261474,15783.681396484375,217895.671875,26.37,22.0,30.25,0.2744426520913839,0.24762623384594917,0.3019067272543907,0.48875,0.25,0.75
0,plurality,reference,39,200,71.075,67.0,74.0,35.83,27.75,45.0,387210.5484692383,16531.37109375,228919.4921875,26.23,22.0,31.0,0.2757600016891956,0.24905721098184586,0.3055279552936554,0.46,0.25,0.75
0,plurality,reference,40,200,70.84,66.0,75.0,36.4,28.0,46.0,444633.40138641355,18234.15234375,271521.6796875,26.5,22.0,30.25,0.2750877707451582,0.2528175115585327,0.30077068507671356,0.47,0.25,0.75
0,plurality,reference,41,200,71.895,67.0,77.0,36.645,28.0,45.25,513098.1314871216,17771.38720703125,310634.8046875,26.475,23.0,30.0,0.2758962466567755,0.25291989743709564,0.30161914974451065,0.48875,0.25,0.75
0,plurality,reference,42,200,71.14,66.75,75.25,37.27,29.0,47.0,601630.7417666626,17618.03515625,326344.421875,26.795,23.0,31.0,0.2731676338613033,0.24647505581378937,0.30095401406288147,0.46625,0.25,0.75
0,plurality,reference,43,200,71.52,67.0,76.0,37.635,29.75,47.0,705597.8910443116,17640.771484375,358795.1953125,27.175,23.0,31.0,0.2719336781650782,0.24481991305947304,0.2993274927139282,0.4875,0.25,0.75
0,plurality,reference,44,200,71.115,66.0,76.25,37.945,30.0,47.0,808914.9569924927,18433.75244140625,379148.3828125,27.335,22.75,32.0,0.27237057395279407,0.24505239725112915,0.30177193880081177,0.485,0.25,0.75
0,plurality,reference,45,200,71.21,66.0,76.0,38.405,31.0,47.0,934697.1790826416,18444.04833984375,392394.2265625,27.055,23.0,31.0,0.2714674133807421,0.24317502602934837,0.3013708218932152,0.4925,0.25,0.75
0,plurality,reference,46,200,71.145,66.0,76.0,38.45,30.0,47.0,1032979.7435003662,18109.29736328125,415290.0625,27.03,23.0,31.0,0.2724671905487776,0.24389321729540825,0.29991424083709717,0.47125,0.25,0.75
0,plurality,reference,47,200,71.09,66.0,76.0,38.785,31.0,48.0,1169658.318309021,17772.31787109375,434671.921875,26.87,23.0,31.0,0.2738691628724337,0.24743160977959633,0.30166348069906235,0.4875,0.25,0.75
0,plurality,reference,48,200,70.54,66.0,75.0,39.055,31.0,47.25,1309318.2143099976,17675.82568359375,491246.7265625,26.84,23.0,30.25,0.27334699779748917,0.24985205754637718,0.3000990077853203,0.495,0.25,0.75
0,plurality,reference,49,200,70.775,66.0,76.0,39.375,31.0,48.25,1428695.6595077515,20024.779296875,518017.4140625,26.77,23.0,30.0,0.27380566418170926,0.24801114946603775,0.30169807374477386,0.52,0.25,0.75
0,plurality,reference,50,200,71.525,66.0,77.0,39.78,32.0,48.25,1614017.4602789306,20730.03271484375,517256.2421875,27.165,23.0,31.0,0.2729326242208481,0.2467375509440899,0.3000529184937477,0.52625,0.25,0.75
0,plurality,reference,51,200,70.845,65.0,77.0,40.105,32.0,49.0,1819741.6308743285,21374.5556640625,525812.3828125,27.465,23.0,31.25,0.27275167845189574,0.25012487918138504,0.30079691857099533,0.4875,0.25,0.75
0,plurality,reference,52,200,71.35,67.0,76.0,40.225,32.0,49.0,2016835.7071902466,21092.87451171875,621870.3125,27.24,23.0,32.0,0.2752853201329708,0.249336376786232,0.3017185851931572,0.50125,0.25,0.75
0,plurality,reference,53,200,71.16,65.75,76.0,40.405,32.0,49.0,2269115.2395922854,22655.50537109375,694425.375,27.29,23.0,31.0,0.27321194030344487,0.24961861968040466,0.29877927154302597,0.48375,0.25,0.75
0,plurality,reference,54,200,70.965,66.0,76.0,40.745,32.0,49.0,2609179.8752709962,22956.5810546875,682468.71875,27.31,23.0,32.0,0.27343436174094676,0.24777104333043098,0.30162079632282257,0.525,0.25,0.75
0,plurality,reference,55,200,71.47,66.0,77.0,40.81,32.0,50.0,2802674.5410650633,24775.9287109375,723098.265625,27.56,23.75,31.0,0.27246994905173777,0.24883191287517548,0.2976655438542366,0.47625,0.25,0.75
0,plurality,reference,56,200,70.845,65.0,76.0,40.895,32.0,50.25,3108572.6425907896,25473.82275390625,744513.796875,27.42,24.0,31.0,0.2725028943270445,0.24960003420710564,0.2994924932718277,0.48,0.25,0.75
0,plurality,reference,57,200,70.365,65.0,75.0,41.245,32.0,51.0,3254337.380656128,24998.96826171875,758919.671875,27.15,23.0,31.0,0.2733134624361992,0.250442449003458,0.29990648478269577,0.48125,0.25,0.75
0,plurality,reference,58,200,71.74,67.0,76.0,41.655,34.0,51.0,3695089.0342008974,26709.599609375,821531.203125,27.2,23.0,31.0,0.2737271200865507,0.247075155377388,0.3018794283270836,0.49625,0.25,0.75
0,plurality,reference,59,200,70.455,65.0,74.25,41.95,34.0,51.0,4150977.7055493165,25702.8388671875,930122.96875,26.91,23.0,31.0,0.2739047949016094,0.24765616655349731,0.30115359276533127,0.4725,0.25,0.75
0,plurality,reference,60,200,70.195,65.0,75.25,41.99,34.0,51.0,4327528.862809906,26687.75341796875,1034092.609375,27.1,23.0,31.0,0.2737698655575514,0.2442779503762722,0.2994248643517494,0.47,0.25,0.75
0,plurality,reference,61,200,71.16,66.0,76.0,42.165,34.0,51.0,4924889.646273498,29723.732421875,1204171.21875,26.825,23.0,31.0,0.2739886359125376,0.24748175591230392,0.3031443879008293,0.4875,0.25,0.75
0,plurality,reference,62,200,70.795,66.0,77.0,42.27,34.0,52.0,5645438.837129669,29417.6064453125,1342509.84375,27.265,23.0,31.0,0.2726382030546665,0.24868237972259521,0.3011958971619606,0.4825,0.25,0.75
0,plurality,reference,63,200,71.075,66.0,77.0,42.585,35.0,52.0,6297461.427598114,32114.59521484375,1526136.15625,27.085,23.0,31.0,0.2740958707779646,0.2506624683737755,0.29927588254213333,0.48875,0.25,0.75
0,plurality,reference,64,200,70.62,64.0,76.25,42.7,35.0,52.0,6647769.739450837,32076.76318359375,1574499.875,27.39,23.0,31.0,0.27211486153304576,0.2477317489683628,0.2997339516878128,0.495,0.25,0.75
0,plurality,reference,65,200,70.995,66.0,76.0,42.815,35.0,52.0,7306935.9980090335,33207.89990234375,1861269.90625,27.43,23.0,31.0,0.2731150498986244,0.24790463596582413,0.3039427250623703,0.47875,0.25,0.75
0,plurality,reference,66,200,70.705,64.0,76.0,42.98,35.0,52.0,7978412.614647293,36845.2470703125,2295702.375,27.33,23.0,32.0,0.27354893580079076,0.2473190277814865,0.3000524938106537,0.48625,0.25,0.75
0,plurality,reference,67,200,70.68,65.0,76.0,43.285,35.0,52.25,8588503.885849304,40417.4169921875,2466680.625,27.58,23.0,32.0,0.2721230622380972,0.24438196048140526,0.30148157477378845,0.49,0.25,0.75
0,plurality,reference,68,200,70.69,65.0,76.0,43.415,36.0,53.0,9351304.44339531,41979.6435546875,2899319.0,27.625,23.0,32.0,0.2728725676983595,0.24512909352779388,0.30076704174280167,0.49875,0.25,0.75
0,plurality,reference,69,200,70.47,64.75,76.0,43.555,36.0,52.25,10519093.42767975,45172.6064453125,3131335.0,27.725,23.0,32.0,0.27185584776103494,0.24642914161086082,0.29775119572877884,0.47125,0.25,0.75
0,plurality,reference,70,200,71.02,65.0,76.25,43.71,35.75,53.0,12354840.12684433,46980.3857421875,3418953.875,27.775,24.0,32.0,0.27257708735764025,0.2481253817677498,0.3001025542616844,0.45375,0.25,0.75
0,plurality,reference,71,200,70.215,64.0,76.0,43.73,36.0,53.0,13706301.325420227,46232.7783203125,3649734.8125,27.58,23.0,31.0,0.2717461901158094,0.24637174233794212,0.29902728646993637,0.465,0.25,0.75
0,plurality,reference,72,200,70.7,65.0,75.0,43.86,37.0,53.0,15389244.522929078,51790.34375,3814906.9375,27.76,23.0,32.0,0.2723027041554451,0.24468564242124557,0.29993730783462524,0.52125,0.25,0.75
0,plurality,reference,73,200,70.245,65.0,75.0,44.045,36.0,53.0,17693351.149638213,57953.5419921875,4435646.75,28.11,24.0,32.0,0.270537510663271,0.2436804696917534,0.299283042550087,0.51,0.25,0.75
0,plurality,reference,74,200,70.965,66.0,75.0,44.205,37.0,53.0,20790722.572921295,56661.912109375,4557720.5,27.96,23.0,32.0,0.26997705176472664,0.24390239268541336,0.2987797036767006,0.4675,0.25,0.75
0,plurality,reference,75,200,70.715,65.0,75.25,44.3,36.75,53.0,24131182.38698471,55169.9912109375,4715401.375,27.63,23.0,32.0,0.2712880462408066,0.24668336659669876,0.299012154340744,0.4825,0.25,0.75
0,plurality,reference,76,200,70.705,65.75,76.0,44.41,37.0,53.25,28540257.120481264,55825.35546875,5116715.75,27.795,24.0,31.0,0.27096681483089924,0.24821072071790695,0.29906731098890305,0.4675,0.25,0.75
0,plurality,reference,77,200,70.14,63.75,75.0,44.64,37.0,54.0,33038162.517201692,58984.185546875,6000431.5,27.77,23.0,32.0,0.2721514054387808,0.2452276609838009,0.30041124671697617,0.515,0.25,0.75
0,plurality,reference,78,200,70.605,65.0,76.0,44.715,38.0,54.0,39433726.4731575,57804.5615234375,6860862.5,27.575,23.0,31.0,0.27146136201918125,0.2454896830022335,0.29999876022338867,0.47875,0.25,0.75
0,plurality,reference,79,200,70.88,65.0,76.0,44.8,37.0,54.0,46628459.96464722,59104.80078125,7404626.25,27.62,23.0,32.0,0.2727499710768461,0.24839003011584282,0.29909683763980865,0.49875,0.25,0.75
0,plurality,reference,80,200,70.48,64.0,76.0,44.965,38.0,54.0,53788926.06915146,58886.1044921875,8685890.25,27.525,24.0,31.25,0.2734802898019552,0.2457144632935524,0.30308837443590164,0.48,0.25,0.75
0,plurality,reference,81,200,70.175,65.0,75.25,45.07,38.75,54.0,62198487.11683594,60675.4052734375,9587627.25,27.58,23.0,32.0,0.27390992917120455,0.2481926530599594,0.30305254459381104,0.4925,0.25,0.75
0,plurality,reference,82,200,70.32,64.0,76.0,45.025,39.0,54.0,72562907.4772641,59429.2841796875,10884305.25,27.35,23.75,31.0,0.2721273185312748,0.2488419972360134,0.2981526553630829,0.5275,0.25,0.75
0,plurality,reference,83,200,70.245,65.0,76.0,45.25,38.75,54.0,82678143.74682602,59975.1630859375,10839740.75,27.145,22.75,30.0,0.271271962672472,0.24770722165703773,0.2998998984694481,0.475,0.25,0.75
0,plurality,reference,84,200,70.35,64.0,76.0,45.24,38.75,54.0,95615280.82988206,54343.6904296875,10806234.0,27.285,23.0,31.0,0.271763901039958,0.24639899656176567,0.30125779658555984,0.50375,0.25,0.75
0,plurality,reference,85,200,69.935,64.0,75.0,45.46,39.0,54.0,111241038.96718583,62893.4423828125,11037159.75,27.34,23.0,31.0,0.27187106251716614,0.24744996428489685,0.2999575063586235,0.525,0.25,0.75
0,plurality,reference,86,200,70.51,64.75,76.0,45.475,38.75,54.0,128375931.68573791,64485.8974609375,11763612.5,28.035,24.0,33.0,0.2703238374739885,0.2455570064485073,0.2998567074537277,0.53,0.25,0.75
0,plurality,reference,87,200,70.36,65.0,76.0,45.635,39.0,54.25,150524881.39201173,63663.6083984375,12674912.75,28.165,24.0,32.0,0.2703613193333149,0.2425868958234787,0.2986993044614792,0.505,0.25,0.75
0,plurality,reference,88,200,70.215,64.0,76.0,45.735,39.0,54.25,178654867.53854638,68327.94140625,12876327.0,28.105,24.0,32.0,0.26966258145868777,0.24389807879924774,0.2973969578742981,0.46125,0.25,0.75
0,plurality,reference,89,200,70.085,64.0,76.0,45.835,39.75,55.0,213401560.91948333,73616.576171875,15012785.5,28.165,24.0,32.0,0.26953491151332853,0.2417926900088787,0.29751282185316086,0.4525,0.25,0.75
0,plurality,reference,90,200,69.94,64.0,76.0,45.825,39.0,55.0,256898039.93201995,87655.0625,14953459.5,27.795,23.0,31.0,0.2718594225496054,0.2468409575521946,0.29811230301856995,0.47625,0.25,0.75
0,plurality,reference,91,200,70.39,64.0,76.0,46.005,40.0,55.0,309852670.9737584,83509.85546875,16101926.25,28.21,24.0,32.0,0.2718665840476751,0.24839137122035027,0.29555001109838486,0.48625,0.25,0.75
0,plurality,reference,92,200,69.83,64.0,75.0,46.105,39.0,55.0,374478561.95133364,94018.619140625,17070995.0,28.3,24.0,32.0,0.2714641562849283,0.24441470578312874,0.29787082225084305,0.48375,0.25,0.75
0,plurality,reference,93,200,69.83,63.0,75.0,46.205,39.75,55.0,415782282.26823974,99580.23046875,18575939.0,28.405,25.0,31.25,0.27082705616950986,0.24341856688261032,0.29990627616643906,0.475,0.25,0.75
0,plurality,reference,94,200,69.915,64.0,75.0,46.215,39.75,55.0,490712130.41944426,106969.44921875,20366413.5,28.485,24.0,32.0,0.27048361591994763,0.24453150108456612,0.29679638892412186,0.48375,0.25,0.75
0,plurality,reference,95,200,69.81,63.0,75.0,46.345,40.0,55.0,595698302.4047915,116575.71875,23705692.5,28.44,24.75,32.0,0.2704490967094898,0.2436542995274067,0.2966884449124336,0.45875,0.25,0.75
0,plurality,reference,96,200,69.96,64.0,75.0,46.455,40.0,55.0,711202231.8394959,132657.580078125,25571580.0,28.32,24.0,32.0,0.2719793528318405,0.24652357399463654,0.3016432821750641,0.46125,0.25,0.75
0,plurality,reference,97,200,70.135,63.0,76.0,46.565,40.0,55.0,851532347.1320062,137900.08984375,27231887.0,27.985,24.0,32.0,0.27112817473709583,0.24121224880218506,0.29957569390535355,0.485,0.25,0.75
0,plurality,reference,98,200,69.405,63.0,75.0,46.735,40.0,55.0,1022149743.8655804,139335.65234375,28800405.0,28.05,24.0,31.25,0.27000194244086745,0.24143002554774284,0.2985074520111084,0.4825,0.25,0.75
0,plurality,reference,99,200,70.21,64.0,77.0,46.775,40.0,55.0,1240854388.122694,136145.09375,35082159.0,28.225,24.0,32.0,0.2706612745672464,0.24055104330182076,0.29974735528230667,0.495,0.25,0.75
0,plurality,reference,100,200,70.07,63.0,76.0,46.88,40.0,55.0,1362037314.2189126,133818.28515625,39701317.0,28.08,24.0,32.0,0.26977947749197484,0.2443263977766037,0.29747580736875534,0.4875,0.25,0.75
0,plurality,reference,101,200,69.41,63.0,75.0,46.98,40.0,55.0,1565882798.578847,140026.40625,47537186.0,28.13,24.0,32.0,0.27198415748775007,0.24413806572556496,0.3010016977787018,0.50125,0.25,0.75
0,plurality,reference,102,200,69.535,63.0,76.0,46.94,40.0,55.0,1790022514.837448,149551.51171875,46968265.0,28.265,24.0,32.0,0.27147670432925225,0.24555272981524467,0.2987728789448738,0.44625,0.25,0.75
0,plurality,reference,103,200,69.3,63.0,75.0,47.065,40.0,55.25,2162201055.7343683,153156.30078125,46774549.0,27.72,24.0,32.0,0.2728131558001041,0.24635491520166397,0.30149396508932114,0.48375,0.25,0.75
0,plurality,reference,104,200,69.545,63.0,75.0,47.15,40.0,56.0,2599038921.685564,157582.10546875,48362978.0,28.055,24.0,32.0,0.2720214195549488,0.2457760013639927,0.3013264313340187,0.4875,0.25,0.75
0,plurality,reference,105,200,69.35,63.0,75.0,47.185,40.0,56.0,2949923151.936312,158994.4296875,48497100.0,28.03,24.0,32.0,0.2717338410764933,0.24588459730148315,0.2991584911942482,0.49375,0.25,0.75
0,plurality,reference,106,200,69.055,62.0,76.0,47.29,40.0,56.0,3327652542.40693,184139.734375,53738735.0,28.17,24.0,32.0,0.2716196009516716,0.2455075867474079,0.30109046399593353,0.46625,0.25,0.75
0,plurality,reference,107,200,69.375,62.75,76.0,47.305,40.0,56.0,3960140487.9182353,170754.2109375,64021191.0,27.82,24.0,31.25,0.2741181575506926,0.24890202656388283,0.3025573566555977,0.49125,0.25,0.75
0,plurality,reference,108,200,69.66,63.0,77.0,47.48,40.0,56.0,4707099893.333517,202709.625,73451062.0,27.71,23.0,31.25,0.27419033654034136,0.2482551895081997,0.3022007495164871,0.47875,0.25,0.75
0,plurality,reference,109,200,69.495,63.75,76.25,47.555,41.0,56.0,5233601158.419801,209816.79296875,85048298.0,27.885,23.75,32.0,0.2740344299376011,0.24888086691498756,0.30259930342435837,0.54,0.25,0.75
0,plurality,reference,110,200,69.565,62.75,76.0,47.655,40.75,56.0,6233124842.6228075,186803.2734375,102478728.0,28.095,24.0,32.0,0.2723912805318832,0.24915553629398346,0.29728975892066956,0.505,0.25,0.75
0,plurality,reference,111,200,68.895,62.0,74.0,47.65,41.0,56.0,7412079813.329901,220168.140625,100242918.0,28.29,24.0,32.0,0.27064655631780626,0.2462104745209217,0.2982218489050865,0.47875,0.25,0.75
0,plurality,reference,112,200,69.405,62.75,75.25,47.69,41.75,56.25,8969416328.229546,222330.16796875,101258292.0,27.69,23.0,32.0,0.27271987035870554,0.2486368864774704,0.3005886897444725,0.52375,0.25,0.75
0,plurality,reference,113,200,69.145,62.0,75.25,47.645,41.0,57.0,10784644927.718264,246288.6953125,108282626.0,28.17,24.0,32.0,0.2719074931740761,0.24647928774356842,0.29825132340192795,0.54625,0.25,0.75
0,plurality,reference,114,200,69.07,62.0,76.0,47.935,41.0,57.0,11574883843.042309,244097.25,110643370.0,28.145,24.0,32.0,0.27075113244354726,0.2486674301326275,0.296556793153286,0.50375,0.25,0.75
0,plurality,reference,115,200,69.05,61.0,76.0,48.04,41.0,57.0,13824597971.69848,226396.53125,107337224.0,28.065,24.0,32.0,0.2716053611040115,0.2446395792067051,0.298383504152298,0.51,0.25,0.75
0,plurality,reference,116,200,69.345,62.0,76.0,48.025,41.0,57.0,16411444736.269302,227497.30859375,119646570.0,27.995,24.75,32.0,0.2712649217993021,0.2438187412917614,0.296755388379097,0.52125,0.25,0.75
0,plurality,reference,117,200,68.975,62.0,75.0,48.11,41.0,57.0,19812575284.03657,246443.9375,132093720.0,27.72,23.0,32.0,0.27157804422080517,0.24727705493569374,0.2984563410282135,0.515,0.25,0.75
0,plurality,reference,118,200,69.1,61.0,77.0,48.085,41.75,57.0,23736088474.685566,272565.078125,145256660.0,28.02,24.0,32.0,0.2715432620793581,0.24463613703846931,0.30046209692955017,0.50625,0.25,0.75
0,plurality,reference,119,200,69.095,62.0,76.0,48.125,41.0,57.0,28780373762.146713,298352.6328125,153776036.0,28.205,24.0,33.0,0.2728008459508419,0.24431205913424492,0.301260270178318,0.47625,0.25,0.75
0,plurality,reference,120,200,69.13,61.0,76.0,48.22,42.0,57.0,34982180961.264496,320770.28125,172621796.0,28.395,24.75,33.0,0.27186342656612394,0.24453258886933327,0.29963257163763046,0.51875,0.25,0.75
0,plurality,reference,121,200,68.945,62.0,75.0,48.34,43.0,57.0,42584412795.40489,348992.5859375,203935260.0,28.625,25.0,32.0,0.2716957554966211,0.24368569254875183,0.2999701276421547,0.47125,0.25,0.75
0,plurality,reference,122,200,68.915,61.0,76.0,48.36,42.0,56.25,52083805806.05353,334579.8515625,215019036.0,28.565,24.0,32.0,0.2729639158397913,0.24495967477560043,0.3001020923256874,0.49125,0.25,0.75
