design_id,rule_idx,rule_name,rule_group,seed,family_role,run_dir,quality_target_mode,turnout_mean,gini_assets_mean,gini_dissatisfaction_mean,quality_distance_mean,turnout_last_third_mean,turnout_final,turnout_volatility,gini_assets_last_third_mean,gini_assets_final,gini_assets_volatility,collective_assets_mean,collective_assets_last_third_mean,collective_assets_final,gini_dissatisfaction_last_third_mean,gini_dissatisfaction_final,gini_dissatisfaction_volatility,quality_distance_last_third_mean,quality_distance_final,quality_distance_volatility,mean_dissatisfaction_mean,mean_dissatisfaction_final,diversity_entropy_mean,diversity_entropy_final
149,0,plurality,reference,10246,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_10246/run_0,puzzle,85.656,21.244,33.636,0.455,86.17857142857143,85.0,0.023855421686746987,22.0,22.0,0.0007630522088353414,366222880872837.56,1080407249137859.0,5783620677533696.0,35.13095238095238,38.0,0.022048192771084336,0.5714285714285714,0.75,0.21184738955823293,0.20011559504270554,0.1857677400112152,0.7146083155870437,0.8486716747283936
149,0,plurality,reference,10393,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_10393/run_0,puzzle,61.864,53.464,24.164,0.522,49.26190476190476,47.0,0.0363855421686747,58.0,58.0,0.007028112449799197,67791863.50609472,201670374.94642857,2610799872.0,29.678571428571427,30.0,0.029598393574297187,0.5178571428571429,0.5,0.2580321285140562,0.33664349353313444,0.3557986319065094,0.7109987685680389,0.7217111587524414
149,0,plurality,reference,10588,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_10588/run_0,puzzle,61.708,51.112,26.444,0.544,62.833333333333336,64.0,0.034417670682730925,61.79761904761905,62.0,0.006867469879518072,15210398.251539063,40789707.5,76000576.0,26.547619047619047,31.0,0.020843373493975904,0.5476190476190477,0.75,0.30220883534136544,0.3155126827955246,0.3124188780784607,0.7195394713878631,0.7922441363334656
149,0,plurality,reference,11176,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_11176/run_0,puzzle,58.404,53.376,27.088,0.468,52.404761904761905,48.0,0.040120481927710845,59.0,59.0,0.004979919678714859,38132554091.41313,112047941443.04762,1348695883776.0,28.297619047619047,31.0,0.020080321285140562,0.4880952380952381,0.0,0.2901606425702811,0.2943755534887314,0.3051251769065857,0.7316660656929016,0.709975004196167
149,0,plurality,reference,11311,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_11311/run_0,puzzle,64.928,50.292,28.288,0.42,62.23809523809524,63.0,0.03598393574297189,60.0,60.0,0.005582329317269076,9579215141020.926,28506263915178.668,71637831516160.0,30.904761904761905,31.0,0.016746987951807228,0.4851190476190476,0.25,0.2359437751004016,0.27874250495433806,0.264026939868927,0.7220977894067764,0.7546793222427368
149,0,plurality,reference,11408,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_11408/run_0,puzzle,66.032,40.568,32.036,0.497,63.19047619047619,66.0,0.03180722891566265,42.0,42.0,0.001606425702811245,12141250087379.287,36118374820132.57,186357389459456.0,32.714285714285715,35.0,0.017710843373493976,0.5089285714285714,1.0,0.20180722891566266,0.2579617732167244,0.247177854180336,0.7404110083580017,0.8430839776992798
149,0,plurality,reference,11660,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_11660/run_0,puzzle,68.9,48.252,25.472,0.481,67.27380952380952,66.0,0.036184738955823297,61.51190476190476,63.0,0.011887550200803211,6413884.152371582,18815098.339285713,13472140.0,28.0,25.0,0.04357429718875502,0.5059523809523809,1.0,0.321285140562249,0.30138536643981934,0.2896769940853119,0.7316079773902893,0.7259917259216309
149,0,plurality,reference,12392,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_12392/run_0,puzzle,64.688,51.86,28.764,0.564,62.964285714285715,62.0,0.036184738955823297,57.0,57.0,0.003453815261044177,253214554.60456935,751229752.25,5352661504.0,30.214285714285715,22.0,0.025060240963855424,0.5416666666666666,0.25,0.32228915662650603,0.2778917407989502,0.28719696402549744,0.76578810942173,0.557787299156189
149,0,plurality,reference,12494,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_12494/run_0,puzzle,83.344,25.54,32.348,0.499,84.11904761904762,84.0,0.029839357429718872,27.0,27.0,0.001044176706827309,62961460229789.96,187382684797903.25,1893613365624832.0,33.26190476190476,28.0,0.014096385542168674,0.44345238095238093,0.5,0.19578313253012047,0.22453208005428313,0.242939293384552,0.7184221931695938,0.6760706305503845
149,0,plurality,reference,12536,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_12536/run_0,puzzle,67.028,43.82,25.208,0.499,67.80952380952381,64.0,0.04763052208835341,55.61904761904762,56.0,0.010441767068273093,95217904.03585547,283235549.11904764,1238217984.0,25.404761904761905,27.0,0.014618473895582329,0.43452380952380953,1.0,0.29819277108433734,0.26362159484624864,0.24823525547981262,0.7205632400512695,0.6681350469589233
149,0,plurality,reference,14271,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_14271/run_0,puzzle,75.736,34.676,22.08,0.542,78.16666666666667,79.0,0.03550200803212852,48.73809523809524,55.0,0.026184738955823295,145830.20851074217,382694.1804780506,1607503.875,21.904761904761905,26.0,0.018433734939759038,0.49404761904761907,0.5,0.286144578313253,0.3024702863693237,0.2912482023239136,0.7062017078399658,0.7572342753410339
149,0,plurality,reference,14879,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_14879/run_0,puzzle,73.756,37.532,30.528,0.567,71.22619047619048,72.0,0.033775100401606424,39.0,39.0,0.0014056224899598394,569732531.5486231,1426679556.5714285,6552563712.0,31.154761904761905,33.0,0.018755020080321285,0.6696428571428571,0.0,0.2540160642570281,0.2552742860913277,0.24177111685276031,0.7338735027313232,0.785775363445282
149,0,plurality,reference,14942,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_14942/run_0,puzzle,77.492,30.456,29.324,0.595,78.79761904761905,80.0,0.037429718875502005,34.0,34.0,0.0016465863453815261,10652339381.739374,30420266962.285713,26971916288.0,29.94047619047619,28.0,0.014377510040160642,0.6875,0.75,0.25301204819277107,0.21654264616966248,0.22298310697078705,0.73932628262043,0.7450066804885864
149,0,plurality,reference,17514,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_17514/run_0,puzzle,57.54,50.14,26.356,0.516,49.285714285714285,47.0,0.035341365461847386,58.0,58.0,0.010803212851405624,335297965.14340234,986886044.0952381,7845252096.0,27.714285714285715,31.0,0.03297188755020081,0.4851190476190476,0.5,0.31626506024096385,0.31999313056468964,0.32783249020576477,0.73516521859169,0.7078930735588074
149,0,plurality,reference,18594,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_18594/run_0,puzzle,61.252,53.152,27.156,0.421,58.392857142857146,58.0,0.028112449799196786,57.0,57.0,0.0034136546184738957,138417388749008.28,411889716593030.1,4385742235107328.0,27.702380952380953,32.0,0.023534136546184737,0.4226190476190476,0.25,0.29417670682730923,0.2900653027296066,0.29591748118400574,0.6949345178604126,0.6081758141517639
149,0,plurality,reference,18641,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_18641/run_0,puzzle,69.416,38.476,25.112,0.491,65.85714285714286,65.0,0.0357429718875502,43.0,43.0,0.002289156626506024,29444336393.335636,86026869485.71428,762420723712.0,24.547619047619047,24.0,0.013092369477911647,0.5684523809523809,0.5,0.2931726907630522,0.23228316348791123,0.22486048936843872,0.7219932739734649,0.7250289916992188
149,0,plurality,reference,19530,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_19530/run_0,puzzle,72.852,43.388,28.068,0.45,74.91666666666667,76.0,0.032369477911646585,54.07142857142857,55.0,0.008594377510040161,94583123.8710459,280941357.4702381,794571328.0,29.988095238095237,32.0,0.023172690763052207,0.44047619047619047,0.75,0.3273092369477912,0.2931256625652313,0.281319797039032,0.7134477827548981,0.8737512230873108
149,0,plurality,reference,19767,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_19767/run_0,puzzle,65.008,50.772,28.156,0.396,64.60714285714286,65.0,0.029558232931726908,56.964285714285715,57.0,0.003333333333333333,243096665280462.8,722531655536445.0,6125359950987264.0,29.11904761904762,33.0,0.02433734939759036,0.46130952380952384,0.75,0.26506024096385544,0.24629899948835374,0.2385430783033371,0.7257628445625305,0.7865535616874695
149,0,plurality,reference,19919,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_19919/run_0,puzzle,62.448,46.54,33.128,0.498,56.73809523809524,55.0,0.027309236947791166,48.0,48.0,0.0024497991967871485,330872013698.56415,984393624286.4762,12895255527424.0,32.38095238095238,38.0,0.0293574297188755,0.4732142857142857,0.0,0.20481927710843373,0.2997005047798157,0.3257051110267639,0.7418338713645936,0.6065133213996887
149,0,plurality,reference,20547,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_20547/run_0,puzzle,63.72,45.132,31.152,0.556,59.04761904761905,57.0,0.033734939759036145,49.0,49.0,0.005742971887550201,350107279.2874736,1033407872.3333334,2902690048.0,33.57142857142857,31.0,0.026385542168674697,0.5744047619047619,0.5,0.30120481927710846,0.31697984600067136,0.3214789628982544,0.7145620601177216,0.692613959312439
149,0,plurality,reference,20994,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_20994/run_0,puzzle,70.428,36.124,35.224,0.557,70.1547619047619,70.0,0.026024096385542168,38.0,38.0,0.001967871485943775,3066144924.2129474,8913694477.714285,50565382144.0,36.273809523809526,38.0,0.020160642570281127,0.5982142857142857,0.0,0.20582329317269077,0.27631910192966463,0.2690370976924896,0.7149293535947799,0.6324710249900818
149,0,plurality,reference,21298,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_21298/run_0,puzzle,64.448,51.884,25.548,0.491,63.92857142857143,59.0,0.053654618473895584,67.60714285714286,68.0,0.006184738955823293,1439964.7882353517,3285510.1458333335,3801337.75,27.226190476190474,23.0,0.025622489959839356,0.5595238095238095,0.75,0.33032128514056225,0.2928932498693466,0.3292088210582733,0.7519988272190093,0.6503680944442749
149,0,plurality,reference,21498,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_21498/run_0,puzzle,60.892,45.64,30.992,0.599,55.30952380952381,55.0,0.0285140562248996,48.0,48.0,0.003172690763052209,405063.20296191407,936699.1852678572,951374.3125,34.73809523809524,30.0,0.03297188755020081,0.6726190476190477,1.0,0.26907630522088355,0.3057398401498795,0.29714229702949524,0.7168161475658417,0.6798199415206909
149,0,plurality,reference,22216,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_22216/run_0,puzzle,76.488,38.74,29.768,0.503,77.98809523809524,78.0,0.02393574297188755,48.01190476190476,52.0,0.008714859437751004,177996458.49449414,476822139.4285714,1652478080.0,29.654761904761905,33.0,0.029156626506024096,0.5446428571428571,0.0,0.33232931726907633,0.26665944266319275,0.26018035411834717,0.7557399382591248,0.6551914811134338
149,0,plurality,reference,22385,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_22385/run_0,puzzle,89.684,10.572,30.816,0.602,92.55952380952381,92.0,0.01429718875502008,11.0,11.0,0.00036144578313253013,3222910209.282973,8675268958.47619,13980715008.0,31.0,31.0,0.019116465863453815,0.6517857142857143,0.75,0.2399598393574297,0.18797528487443924,0.18275348842144012,0.7403677629232407,0.8833968043327332
149,0,plurality,reference,22424,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_22424/run_0,puzzle,74.324,39.696,26.388,0.556,76.69047619047619,77.0,0.0457429718875502,50.94047619047619,51.0,0.014096385542168674,17489.95369125366,34199.2318565732,112083.6484375,28.30952380952381,27.0,0.03253012048192771,0.47619047619047616,0.5,0.29116465863453816,0.2639225715994835,0.2524607181549072,0.7264051433801652,0.6148382425308228
149,0,plurality,reference,24504,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_24504/run_0,puzzle,69.66,45.068,21.964,0.507,69.66666666666667,71.0,0.04385542168674699,62.95238095238095,65.0,0.016626506024096387,41867.75065136719,9286.727004278273,15104.8974609375,22.773809523809526,23.0,0.01610441767068273,0.5297619047619048,0.5,0.36244979919678716,0.30381230914592744,0.29653891921043396,0.731461748123169,0.7734711170196533
149,0,plurality,reference,24575,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_24575/run_0,puzzle,60.444,52.832,24.9,0.502,52.904761904761905,51.0,0.037389558232931726,57.0,57.0,0.0037751004016064256,27154154.455074217,80616947.76636904,1245633152.0,27.214285714285715,32.0,0.024216867469879517,0.4732142857142857,0.5,0.3825301204819277,0.27701931428909304,0.2680155038833618,0.7339111096858978,0.8037853837013245
149,0,plurality,reference,25058,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_25058/run_0,puzzle,74.092,47.196,23.98,0.519,74.05952380952381,78.0,0.04164658634538153,56.80952380952381,57.0,0.009317269076305222,21363.1439140625,40095.16669573103,231526.140625,23.86904761904762,23.0,0.019277108433734938,0.43154761904761907,0.25,0.28313253012048195,0.25295894473791125,0.2418423742055893,0.7591863369941712,0.6589474678039551
149,0,plurality,reference,25089,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_25089/run_0,puzzle,70.352,43.688,34.12,0.465,71.78571428571429,73.0,0.030562248995983934,48.0,48.0,0.002289156626506024,579687954006.1306,1724629987254.8572,24741494652928.0,35.892857142857146,40.0,0.028192771084337348,0.42857142857142855,0.25,0.2710843373493976,0.26335419005155564,0.25036799907684326,0.7406821472644806,0.6913402080535889
149,0,plurality,reference,25175,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_25175/run_0,puzzle,71.26,48.944,27.484,0.513,70.89285714285714,73.0,0.04261044176706827,62.214285714285715,63.0,0.00714859437751004,2716415.4308398436,5956248.148809524,8323576.5,29.047619047619047,30.0,0.02196787148594377,0.5803571428571429,1.0,0.286144578313253,0.30187891924381255,0.2920871376991272,0.7311049640178681,0.7435265779495239
149,0,plurality,reference,26898,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_26898/run_0,puzzle,62.576,46.924,28.548,0.49,58.13095238095238,58.0,0.03550200803212852,53.0,53.0,0.008112449799196788,2046170030.3451855,6060198962.095238,17659138048.0,29.13095238095238,38.0,0.039397590361445786,0.5029761904761905,0.75,0.3192771084337349,0.2888106964826584,0.2817513644695282,0.7291612823009491,0.8562766313552856
149,0,plurality,reference,27442,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_27442/run_0,puzzle,54.156,60.212,23.472,0.493,44.416666666666664,38.0,0.04558232931726908,68.0,68.0,0.006465863453815262,266953378.69854298,790109611.5714285,1663371264.0,24.261904761904763,21.0,0.01144578313253012,0.5565476190476191,0.75,0.32429718875502006,0.30404331827163694,0.32348528504371643,0.7133884146213532,0.6223124265670776
149,0,plurality,reference,27465,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_27465/run_0,puzzle,68.544,43.272,27.108,0.458,69.30952380952381,68.0,0.03702811244979919,53.63095238095238,56.0,0.005622489959839358,429186908615.7594,1276849019312.762,4534277505024.0,28.535714285714285,30.0,0.017791164658634537,0.46726190476190477,0.5,0.2761044176706827,0.2550224054455757,0.23576146364212036,0.7484910478591918,0.8396034240722656
149,0,plurality,reference,27628,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_27628/run_0,puzzle,68.54,52.532,26.272,0.455,71.03571428571429,70.0,0.035582329317269075,58.976190476190474,59.0,0.0055020080321285135,148755817519.44434,442008756114.2857,730829160448.0,26.678571428571427,30.0,0.017911646586345382,0.48214285714285715,0.25,0.31224899598393574,0.2816205424070358,0.2872951626777649,0.718989248752594,0.791793167591095
149,0,plurality,reference,27645,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_27645/run_0,puzzle,83.084,29.924,27.96,0.495,86.35714285714286,86.0,0.034176706827309236,33.0,33.0,0.0014859437751004014,5296411013370.759,15759820419852.191,74811300642816.0,28.642857142857142,23.0,0.01895582329317269,0.4851190476190476,0.75,0.2761044176706827,0.20721642649173735,0.252022922039032,0.7576950650215148,0.7269449234008789
149,0,plurality,reference,28106,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_28106/run_0,puzzle,59.152,56.864,24.04,0.465,55.92857142857143,58.0,0.03542168674698795,67.0,67.0,0.006827309236947791,8194571.648800781,23786273.179315478,41920248.0,24.523809523809526,29.0,0.019879518072289156,0.4851190476190476,0.75,0.3604417670682731,0.3123698580265045,0.32788223028182983,0.7144966661930084,0.7834712266921997
149,0,plurality,reference,28162,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_28162/run_0,puzzle,83.74,39.592,31.276,0.55,87.47619047619048,91.0,0.03136546184738956,46.0,46.0,0.0027309236947791167,30767397832.42057,88327701967.2381,614727680000.0,31.404761904761905,32.0,0.012369477911646587,0.6220238095238095,0.5,0.22389558232931728,0.22426028811931611,0.21043895184993744,0.7668583948612213,0.7240561246871948
149,0,plurality,reference,28550,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_28550/run_0,puzzle,69.396,42.34,21.676,0.482,70.47619047619048,71.0,0.04257028112449799,56.88095238095238,61.0,0.012088353413654617,2017440.251390625,5811919.152529762,8892649.0,23.976190476190474,24.0,0.013373493975903615,0.5297619047619048,0.0,0.3534136546184739,0.2620801525712013,0.25307950377464294,0.7408922712802887,0.6144473552703857
149,0,plurality,reference,28942,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_28942/run_0,puzzle,61.436,43.808,22.152,0.414,57.79761904761905,56.0,0.046987951807228916,63.54761904761905,67.0,0.016706827309236946,191300176.8556289,568410278.4226191,1627232896.0,22.202380952380953,22.0,0.018433734939759038,0.4226190476190476,0.0,0.30522088353413657,0.29147816598415377,0.2972601652145386,0.7052694737911225,0.7490683197975159
149,0,plurality,reference,29129,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_29129/run_0,puzzle,71.868,34.888,33.332,0.506,69.33333333333333,68.0,0.028835341365461845,37.0,37.0,0.0020481927710843373,336975812187154.0,1002687990857728.0,4933707316068352.0,33.29761904761905,36.0,0.023092369477911646,0.5416666666666666,1.0,0.23393574297188754,0.2498130782842636,0.23701275885105133,0.7336064790487289,0.7025535702705383
149,0,plurality,reference,29315,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_29315/run_0,puzzle,75.06,30.512,35.568,0.49,75.19047619047619,77.0,0.025622489959839356,32.0,32.0,0.0017670682730923696,1272432661490.421,3724685652553.143,26994368577536.0,36.01190476190476,41.0,0.03076305220883534,0.5744047619047619,0.25,0.2570281124497992,0.24497104251384735,0.23125414550304413,0.7152699985504151,0.7149863839149475
149,0,plurality,reference,29713,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_29713/run_0,puzzle,76.22,34.888,32.596,0.35,77.14285714285714,77.0,0.020040160642570283,43.55952380952381,48.0,0.00823293172690763,22177785922172.35,66002236776984.38,333807207055360.0,33.166666666666664,25.0,0.03108433734939759,0.31547619047619047,0.25,0.2710843373493976,0.25856402432918546,0.2685210108757019,0.7280445065498352,0.7619050741195679
149,0,plurality,reference,30306,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_30306/run_0,puzzle,58.564,51.984,28.188,0.493,52.285714285714285,52.0,0.0385140562248996,62.0,62.0,0.008393574297188755,92745505.76791601,275675041.55654764,1274266112.0,33.25,35.0,0.03469879518072289,0.5357142857142857,0.0,0.3172690763052209,0.3074603843688965,0.31089890003204346,0.7319460983276367,0.7899765372276306
149,0,plurality,reference,30388,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_30388/run_0,puzzle,74.192,49.676,25.932,0.505,74.28571428571429,72.0,0.04096385542168675,54.0,54.0,0.0036144578313253013,2081709482.303709,5447404403.809524,3304230400.0,26.678571428571427,29.0,0.017269076305220885,0.625,0.0,0.33433734939759036,0.23300912737846374,0.22185520827770233,0.7627449536323547,0.813616156578064
149,0,plurality,reference,30922,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_30922/run_0,puzzle,65.46,43.976,31.08,0.373,61.45238095238095,61.0,0.03477911646586346,47.0,47.0,0.0026506024096385546,1.1671076403433932e+16,3.464961251836216e+16,5.3305972982022144e+17,31.36904761904762,33.0,0.016746987951807228,0.47619047619047616,0.25,0.23393574297188754,0.2485507211089134,0.23832783102989197,0.7094086467027664,0.6949988603591919
149,0,plurality,reference,31049,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_31049/run_0,puzzle,69.212,41.584,33.536,0.553,68.97619047619048,68.0,0.022329317269076304,44.0,44.0,0.0023293172690763055,4406696125.946852,13114970007.00279,184013340672.0,36.79761904761905,38.0,0.027349397590361445,0.37202380952380953,0.5,0.22188755020080322,0.2847018091678619,0.27752694487571716,0.7159755997657776,0.8124032020568848
149,0,plurality,reference,32070,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_32070/run_0,puzzle,54.744,58.496,25.312,0.478,42.214285714285715,40.0,0.03847389558232932,64.0,64.0,0.003895582329317269,143955999357.21588,428154743463.619,4114437373952.0,26.726190476190474,28.0,0.01502008032128514,0.5357142857142857,0.0,0.2399598393574297,0.3171131068468094,0.3156702220439911,0.6868984882831574,0.6592596173286438
149,0,plurality,reference,32688,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_32688/run_0,puzzle,71.108,42.416,29.324,0.432,71.05952380952381,72.0,0.04301204819277109,54.80952380952381,57.0,0.005180722891566265,3479281836.528336,10254047028.571428,41401651200.0,27.892857142857142,27.0,0.03,0.4494047619047619,0.0,0.3192771084337349,0.251328159570694,0.2763698399066925,0.7271999927759171,0.7133066654205322
149,0,plurality,reference,33284,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_33284/run_0,puzzle,72.752,48.44,23.412,0.546,72.77380952380952,74.0,0.04550200803212851,53.0,53.0,0.005341365461847389,9176377.167921875,26372888.941964287,103059328.0,23.80952380952381,24.0,0.03429718875502008,0.48214285714285715,1.0,0.3313253012048193,0.2987132943868637,0.29565855860710144,0.7004261775016785,0.7735386490821838
149,0,plurality,reference,33526,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_33526/run_0,puzzle,68.74,49.048,25.84,0.538,67.5952380952381,66.0,0.03341365461847389,57.0,57.0,0.004538152610441767,1286600067.0055468,3778862372.571429,10186187776.0,26.36904761904762,29.0,0.030481927710843376,0.5595238095238095,0.75,0.3042168674698795,0.26488131272792814,0.25361156463623047,0.7495517919063568,0.7585160732269287
149,0,plurality,reference,33956,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_33956/run_0,puzzle,82.684,23.512,33.94,0.527,83.4047619047619,83.0,0.0257429718875502,25.0,25.0,0.0011646586345381528,1443201936283.0688,4294848057459.8096,12330088792064.0,34.035714285714285,35.0,0.014096385542168674,0.5297619047619048,0.75,0.2459839357429719,0.2022713360786438,0.1897573173046112,0.733810221195221,0.8231551051139832
149,0,plurality,reference,34037,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_34037/run_0,puzzle,61.492,55.06,26.04,0.459,56.80952380952381,57.0,0.04421686746987952,65.0,65.0,0.008674698795180723,7854427.105703125,20552882.625,89304440.0,27.952380952380953,32.0,0.03706827309236948,0.5714285714285714,0.75,0.3614457831325301,0.31636885142326354,0.32119834423065186,0.7260037310123444,0.7974336743354797
149,0,plurality,reference,34459,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_34459/run_0,puzzle,69.888,49.828,29.78,0.461,70.21428571428571,71.0,0.035140562248995984,53.0,53.0,0.0030120481927710845,7932274963.396598,23453949575.61905,82625814528.0,29.285714285714285,36.0,0.0342570281124498,0.47619047619047616,0.25,0.2781124497991968,0.2850442252159119,0.28780123591423035,0.7353738255500794,0.7301996350288391
149,0,plurality,reference,35086,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_35086/run_0,puzzle,69.42,53.148,23.956,0.507,69.05952380952381,71.0,0.03751004016064257,62.42857142857143,63.0,0.009317269076305222,1504349.492470703,4092108.8660714286,6498651.0,24.535714285714285,26.0,0.01602409638554217,0.5446428571428571,0.5,0.3132530120481928,0.31095947372913363,0.30779993534088135,0.7259556045532226,0.56218421459198
149,0,plurality,reference,35690,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_35690/run_0,puzzle,64.172,39.38,23.084,0.556,57.773809523809526,51.0,0.04469879518072289,58.035714285714285,59.0,0.0178714859437751,10070.801639160156,18066.192167736233,194666.390625,26.857142857142858,33.0,0.026345381526104418,0.5148809523809523,0.75,0.23092369477911648,0.3092246366739273,0.34074974060058594,0.7283445372581482,0.8443853259086609
149,0,plurality,reference,36007,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_36007/run_0,puzzle,64.468,40.964,30.996,0.464,60.69047619047619,62.0,0.02718875502008032,43.0,43.0,0.0026907630522088354,114853928130338.34,341769922939172.56,2021397501050880.0,31.666666666666668,30.0,0.028433734939759033,0.4791666666666667,0.25,0.23293172690763053,0.25911924892663957,0.26123881340026855,0.7282789822816849,0.6323317885398865
149,0,plurality,reference,36338,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_36338/run_0,puzzle,56.632,45.232,24.232,0.455,51.88095238095238,51.0,0.0463855421686747,67.61904761904762,70.0,0.015863453815261042,93850.02979028321,254379.10110328312,2029230.5,26.738095238095237,24.0,0.015662650602409636,0.45535714285714285,0.0,0.3453815261044177,0.30451743900775907,0.3009006977081299,0.7272682098150254,0.7682614922523499
149,0,plurality,reference,36675,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_36675/run_0,puzzle,80.152,24.604,33.532,0.47,79.45238095238095,77.0,0.027630522088353416,26.0,26.0,0.000963855421686747,620284561232012.8,1831831456847969.5,2088562199625728.0,32.404761904761905,32.0,0.024136546184738955,0.625,0.75,0.2540160642570281,0.20422598725557328,0.2237863540649414,0.7068924555778503,0.7670497298240662
149,0,plurality,reference,37319,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_37319/run_0,puzzle,74.372,40.66,31.744,0.444,76.98809523809524,76.0,0.038995983935742974,47.535714285714285,48.0,0.002931726907630522,4830633946890.348,14372298470022.096,76694786408448.0,33.357142857142854,24.0,0.03477911646586346,0.4107142857142857,0.0,0.3002008032128514,0.23253404903411865,0.2672118842601776,0.7632997580766678,0.6150354146957397
149,0,plurality,reference,37444,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_37444/run_0,puzzle,64.528,50.164,27.864,0.518,59.80952380952381,62.0,0.03791164658634538,52.0,52.0,0.0026907630522088354,1360359952.0492187,4048140213.6309524,17495025664.0,29.392857142857142,21.0,0.03955823293172691,0.4375,0.75,0.29819277108433734,0.3201569952964783,0.3170340061187744,0.6863185839653015,0.5838642716407776
149,0,plurality,reference,38360,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_majority/seed_38360/run_0,puzzle,65.28,48.292,27.332,0.402,62.82142857142857,65.0,0.038795180722891565,65.16666666666667,68.0,0.011847389558232932,23658001807.49976,70409356356.0238,803906453504.0,29.797619047619047,29.0,0.020120481927710845,0.29464285714285715,0.25,0.30622489959839355,0.26569035947322844,0.25455233454704285,0.7546396534442902,0.7170099020004272
