design_id,n_primary_runs,n_primary_pass,pass_rate,quality_mean,quality_std,seed_robustness,weight_quality_effective,weight_seed_robustness_effective,quality_bundle,stage_weight_viability,stage_weight_quality_bundle,score_total
24,50,50,1.0,0.710398392730358,0.05672223221001963,0.36315809823726,0.7,0.3,0.6062263043824285,0.5,0.5,0.8031131521912143
119,50,48,0.96,0.7081695229585224,0.05248296634953618,0.5003209429319824,0.7,0.3,0.6458149489505604,0.5,0.5,0.8029074744752802
74,50,50,1.0,0.7375961914005066,0.05915079302801081,0.28458121222147625,0.7,0.3,0.6016916976467975,0.5,0.5,0.8008458488233987
100,50,50,1.0,0.699813181077686,0.056505051698047835,0.3701850453112777,0.7,0.3,0.6009247403477634,0.5,0.5,0.8004623701738818
103,50,50,1.0,0.7102226628174587,0.057265212752359004,0.3455897837572952,0.7,0.3,0.6008327990994096,0.5,0.5,0.8004163995497048
129,50,48,0.96,0.7171262822843384,0.05381959326976031,0.45707393821296716,0.7,0.3,0.6391105790629269,0.5,0.5,0.7995552895314635
44,50,50,1.0,0.7325711533653473,0.05978345611110211,0.2641111895651854,0.7,0.3,0.5920331642252987,0.5,0.5,0.7960165821126494
137,50,49,0.98,0.7097950672276074,0.05647150338080458,0.371270512177298,0.7,0.3,0.6082377007125146,0.5,0.5,0.7941188503562573
3,50,50,1.0,0.713818308789441,0.058895149542650765,0.2928526414815553,0.7,0.3,0.5875286085970752,0.5,0.5,0.7937643042985376
9,50,50,1.0,0.7070925055947781,0.0597337762006831,0.2657185994473469,0.7,0.3,0.5746803337505487,0.5,0.5,0.7873401668752744
112,50,48,0.96,0.7268463153054842,0.057663392457580905,0.3327065481062731,0.7,0.3,0.6086043851457208,0.5,0.5,0.7843021925728604
35,50,48,0.96,0.7054021425433937,0.05691248938592408,0.3570022645789146,0.7,0.3,0.60088217915405,0.5,0.5,0.780441089577025
138,50,48,0.96,0.7142881932462819,0.05853223048410479,0.3045950072831708,0.7,0.3,0.5913802374573486,0.5,0.5,0.7756901187286742
70,50,49,0.98,0.6965199614412316,0.059421752809488214,0.2758142191504017,0.7,0.3,0.5703082387539826,0.5,0.5,0.7751541193769913
6,50,49,0.98,0.7099465391526293,0.06046613752930382,0.24202280718425706,0.7,0.3,0.5695694195621176,0.5,0.5,0.7747847097810587
146,50,49,0.98,0.694271088274924,0.059442358150434374,0.2751475265500566,0.7,0.3,0.5685340197574638,0.5,0.5,0.7742670098787319
48,50,49,0.98,0.7294757605481891,0.06259851720104072,0.17302895981293986,0.7,0.3,0.5625417203276143,0.5,0.5,0.7712708601638072
161,50,48,0.96,0.7058556339023355,0.05941452244870249,0.2760481598576321,0.7,0.3,0.5769133916889244,0.5,0.5,0.7684566958444622
164,50,50,1.0,0.7087892336261469,0.06388129395267511,0.13152429505422547,0.7,0.3,0.5356097520545704,0.5,0.5,0.7678048760272852
57,50,49,0.98,0.6991913628510175,0.06223162696276681,0.18489981444403747,0.7,0.3,0.5449038983289235,0.5,0.5,0.7624519491644617
66,50,49,0.98,0.685021979813069,0.0626695988762394,0.17072908877470194,0.7,0.3,0.5307341125015589,0.5,0.5,0.7553670562507795
27,50,48,0.96,0.6879677673662652,0.06082893123460919,0.2302844972280732,0.7,0.3,0.5506627863248076,0.5,0.5,0.7553313931624037
40,50,48,0.96,0.6970825057845652,0.06256322841661464,0.1741707400685305,0.7,0.3,0.5402089760697548,0.5,0.5,0.7501044880348774
19,50,44,0.88,0.7066431629890906,0.057489277913093925,0.33834008160252715,0.7,0.3,0.5961522385731215,0.5,0.5,0.7380761192865608
54,50,49,0.98,0.6902758619860105,0.06794629023565892,0.0,0.7,0.3,0.4831931033902073,0.5,0.5,0.7315965516951036
